         9419009 function calls (9401623 primitive calls) in 4.188 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       59    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 physics_engines.py:248(PhysicsEnginePlatformer)
      255    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      336    0.000    0.000    0.000    0.000 enum.py:799(<genexpr>)
       56    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      113    0.000    0.000    0.000    0.000 {method 'from_buffer' of '_ctypes.PyCArrayType' objects}
      112    0.000    0.000    0.000    0.000 _compiler.py:568(isstring)
       20    0.000    0.000    0.000    0.000 _make.py:490(<setcomp>)
       97    0.000    0.000    0.000    0.000 typing.py:266(_check_generic)
      315    0.000    0.000    0.000    0.000 ImagePalette.py:48(palette)
      315    0.000    0.000    0.000    0.000 ImageFile.py:75(_tilesort)
        1    0.000    0.000    0.000    0.000 surface.py:13(Surface)
        5    0.000    0.000    0.000    0.000 vertexbuffer.py:173(set_data)
        1    0.000    0.000    0.000    0.000 paths.py:44(_AStarGraph)
        1    0.000    0.000    0.000    0.000 application.py:795(set_location)
        1    0.000    0.000    0.000    0.000 base.py:353(StreamingSource)
      187    0.000    0.000    0.000    0.000 _parser.py:166(__setitem__)
        1    0.000    0.000    0.000    0.000 _make.py:2613(_CountingAttr)
       18    0.000    0.000    0.000    0.000 _compiler.py:386(<listcomp>)
      192    0.000    0.000    0.000    0.000 types.py:269(zip_attrs)
       29    0.000    0.000    0.000    0.000 glsl.py:104(_find_glsl_version)
        1    0.000    0.000    0.000    0.000 Image.py:157(Transpose)
        9    0.000    0.000    0.000    0.000 gl_info.py:33(_get_number)
        1    0.000    0.000    0.000    0.000 xlib.py:56(__init__)
       19    0.000    0.000    0.000    0.000 vertex_array.py:141(<dictcomp>)
        1    0.000    0.000    0.000    0.000 layout.py:148(UIBoxLayout)
        1    0.000    0.000    0.000    0.000 wang_set.py:60(WangSet)
       16    0.000    0.000    0.000    0.000 inspect.py:167(get_annotations)
        2    0.000    0.000    0.000    0.000 version.py:1(<module>)
       81    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       11    0.000    0.000    0.000    0.000 texture.py:75(put)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
      190    0.000    0.000    0.000    0.000 _make.py:1167(_determine_whether_to_implement)
        1    0.000    0.000    0.000    0.000 texture_transforms.py:25(Transform)
      255    0.000    0.000    0.000    0.000 _make.py:2072(_assign)
        1    0.000    0.000    0.000    0.000 __init__.py:546(set_location)
        2    0.000    0.000    0.000    0.000 framebuffer.py:588(_set_viewport)
       96    0.000    0.000    0.000    0.000 base.py:177(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:1770(__class_getitem__)
        1    0.000    0.000    0.000    0.000 simple.py:16(SpriteSolidColor)
        2    0.000    0.000    0.000    0.000 util.py:57(__new__)
      459    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
       22    0.000    0.000    0.000    0.000 dataclasses.py:573(<listcomp>)
        1    0.000    0.000    0.000    0.000 application.py:901(View)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        2    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        5    0.000    0.000    0.000    0.000 __init__.py:31(add_decoders)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:28(_get_version)
       14    0.000    0.000    0.000    0.000 subprocess.py:268(_cleanup)
        1    0.000    0.000    0.000    0.000 atlas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shader.py:522(_introspect_uniforms)
      341    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
        1    0.000    0.000    0.000    0.000 toggle.py:14(UITextureToggle)
       56    0.000    0.000    0.000    0.000 event.py:143(register_event_type)
       22    0.000    0.000    0.000    0.000 property.py:32(__init__)
      371    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
       43    0.000    0.000    0.000    0.000 _make.py:521(<genexpr>)
       10    0.000    0.000    0.000    0.000 _make.py:2640(<genexpr>)
       13    0.000    0.000    0.000    0.000 _parser.py:265(getuntil)
       38    0.000    0.000    0.000    0.000 _make.py:1037(add_setattr)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1506(XMLParser)
        1    0.000    0.000    0.000    0.000 threading.py:1402(__init__)
     12/7    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       11    0.000    0.000    0.000    0.000 freetype.py:121(add)
        1    0.000    0.000    0.000    0.000 world.py:80(RawWorld)
        1    0.000    0.000    0.000    0.000 spatial_hash.py:24(_SpatialHash)
        2    0.000    0.000    0.000    0.000 __init__.py:928(dispatch_platform_event)
      229    0.000    0.000    0.000    0.000 dataclasses.py:425(<genexpr>)
        8    0.000    0.000    0.000    0.000 glx_info.py:89(get_extensions)
        1    0.000    0.000    0.000    0.000 ExifTags.py:340(<dictcomp>)
        1    0.000    0.000    0.000    0.000 image.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shadertoy.py:418(Shadertoy)
       14    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
      116    0.000    0.000    0.000    0.000 typing.py:437(__repr__)
        2    0.000    0.000    0.000    0.000 typing.py:594(ClassVar)
        7    0.000    0.000    0.000    0.000 util.py:131(add_decoders)
       56    0.000    0.000    0.000    0.000 _parser.py:954(fix_flags)
     12/7    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       28    0.000    0.000    0.000    0.000 __init__.py:228(_acquireLock)
        5    0.000    0.000    0.000    0.000 shader.py:409(bind)
        1    0.000    0.000    0.000    0.000 Image.py:177(Resampling)
      131    0.000    0.000    0.000    0.000 _make.py:992(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:1817(__init_subclass__)
        1    0.000    0.000    0.000    0.000 dropdown.py:1(<module>)
       11    0.000    0.000    0.000    0.000 freetype.py:205(__init__)
        1    0.000    0.000    0.000    0.000 pymunk_physics_engine.py:16(PymunkPhysicsObject)
       45    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       30    0.000    0.000    0.000    0.000 typing.py:1921(_caller)
       15    0.000    0.000    0.000    0.000 inspect.py:2071(_signature_is_builtin)
        8    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
       74    0.000    0.000    0.000    0.000 typing.py:874(__hash__)
      305    0.000    0.000    0.000    0.000 _make.py:672(<genexpr>)
        8    0.000    0.000    0.000    0.000 glx_info.py:81(get_client_version)
        1    0.000    0.000    0.000    0.000 application.py:327(set_update_rate)
        1    0.000    0.000    0.000    0.000 _make.py:47(_Nothing)
       56    0.000    0.000    0.000    0.000 _parser.py:73(__init__)
       67    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      131    0.000    0.000    0.000    0.000 _make.py:556(<genexpr>)
        1    0.000    0.000    0.000    0.000 ExifTags.py:343(Interop)
        1    0.000    0.000    0.000    0.000 physics_engines.py:211(PhysicsEngineSimple)
       92    0.000    0.000    0.000    0.000 inspect.py:3017(<genexpr>)
        5    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 __init__.py:970(view)
      374    0.000    0.000    0.000    0.000 enum.py:234(__init__)
        1    0.000    0.000    0.000    0.000 libavformat.py:57(AVStreamInfo)
      285    0.000    0.000    0.000    0.000 texture.py:250(origin)
        1    0.000    0.000    0.000    0.000 resource.py:316(__init__)
        1    0.000    0.000    0.000    0.000 ExifTags.py:351(IFD)
        1    0.000    0.000    0.000    0.000 style.py:32(UIStyledWidget)
        2    0.000    0.000    0.000    0.000 __init__.py:1468(_event_configurenotify)
       14    0.000    0.000    0.000    0.000 {built-in method posix.read}
      380    0.000    0.000    0.000    0.000 enum.py:1246(value)
        2    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        7    0.000    0.000    0.000    0.000 __init__.py:935(dispatch_platform_event_view)
      117    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 nine_patch.py:1(<module>)
       15    0.000    0.000    0.000    0.000 __init__.py:253(escape)
      340    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        1    0.000    0.000    0.000    0.000 evdev.py:469(EvdevControllerManager)
      212    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 texture_transforms.py:15(VertexOrder)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
       28    0.000    0.000    0.000    0.000 _make.py:1843(<dictcomp>)
        1    0.000    0.000    0.000    0.000 uniform.py:7(Uniform)
      446    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        5    0.000    0.000    0.000    0.000 texture.py:526(wrap_x)
        8    0.000    0.000    0.000    0.000 __editable___community_rpg_1_0_0_finder.py:14(find_spec)
        1    0.000    0.000    0.000    0.000 _pickle.py:8(PickleMixin)
        1    0.000    0.000    0.000    0.000 Image.py:168(Transform)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:39(LoadingStrategy)
       15    0.000    0.000    0.000    0.000 pathlib.py:778(parent)
        5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       45    0.000    0.000    0.000    0.000 inspect.py:1953(_signature_get_user_defined_method)
        3    0.000    0.000    0.000    0.000 enum.py:1440(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:17(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:882(__init__)
      131    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        2    0.000    0.000    0.000    0.000 typing.py:330(_tp_cache)
       96    0.000    0.000    0.000    0.000 types.py:261(<listcomp>)
       11    0.000    0.000    0.000    0.000 freetype_lib.py:550(ft_get_library)
      412    0.000    0.000    0.000    0.000 enum.py:1145(__init__)
      334    0.000    0.000    0.000    0.000 <attrs generated init pytiled_parser.wang_set.WangTile>:1(__init__)
       40    0.000    0.000    0.000    0.000 _make.py:1728(<listcomp>)
        5    0.000    0.000    0.000    0.000 texture.py:556(wrap_y)
        2    0.000    0.000    0.000    0.000 resource.py:82(get_script_home)
        8    0.000    0.000    0.000    0.000 uniform.py:205(setter_func)
        2    0.000    0.000    0.000    0.000 clock.py:441(schedule_interval)
       22    0.000    0.000    0.000    0.000 dataclasses.py:548(<dictcomp>)
        1    0.000    0.000    0.000    0.000 texture.py:493(flip_vertically)
       42    0.000    0.000    0.000    0.000 dataclasses.py:389(<listcomp>)
       46    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:259(BaseWindow)
        1    0.000    0.000    0.000    0.000 Image.py:196(Dither)
       11    0.000    0.000    0.000    0.000 freetype.py:307(_get_best_name)
        9    0.000    0.000    0.000    0.000 TiffImagePlugin.py:686(_register_basic)
        7    0.000    0.000    0.000    0.000 threading.py:236(__init__)
       14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 scene.py:37(from_tilemap)
        1    0.000    0.000    0.000    0.000 texture.py:469(flip_top_to_bottom)
        1    0.000    0.000    0.000    0.000 contact_point_set.py:46(ContactPointSet)
       37    0.000    0.000    0.000    0.000 _make.py:1768(<listcomp>)
        1    0.000    0.000    0.000    0.000 validators.py:642(_NotValidator)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:209(Quantize)
        1    0.000    0.000    0.000    0.000 layer.py:124(ObjectLayer)
      197    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       14    0.000    0.000    0.000    0.000 <frozen os>:818(fsdecode)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:99(Disposal)
       10    0.000    0.000    0.000    0.000 enum.py:1367(_iter_member_by_def_)
       42    0.000    0.000    0.000    0.000 dataclasses.py:267(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:334(decorator)
       11    0.000    0.000    0.000    0.000 <frozen posixpath>:100(split)
       14    0.000    0.000    0.000    0.000 _make.py:921(_make_getstate_setstate)
      155    0.000    0.000    0.000    0.000 context.py:338(gc_mode)
       29    0.000    0.000    0.000    0.000 glsl.py:76(inject_common_sources)
       40    0.000    0.000    0.000    0.000 <frozen os>:756(encode)
       23    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 texture.py:634(_new_texture_transformed)
      177    0.000    0.000    0.000    0.000 context.py:261(stats)
        1    0.000    0.000    0.000    0.000 tiled_object.py:61(Polygon)
       14    0.000    0.000    0.000    0.000 __init__.py:144(_check_size)
        1    0.000    0.000    0.000    0.000 shader.py:441(_query_attribute)
        1    0.000    0.000    0.000    0.000 program.py:334(_configure_varyings)
        1    0.000    0.000    0.000    0.000 texture_render_target.py:1(<module>)
      210    0.000    0.000    0.000    0.000 buffer.py:87(size)
        1    0.000    0.000    0.000    0.000 allocation.py:1(<module>)
